Symbol,EntrezGene ID,Description,Imported ID,Fold Change,P-Value,Test Expression,Control Expression,Rank
BF564703,NA, ,1373322_at,1.32,0.0235,4738.9,3603.4,1394
AW531577,NA, ,1381700_at,-1.32,0.0053,214.5,282.8,1394
Rn.149983,NA, ,1384120_at,-1.32,0.0006,524.4,692.7,1394
AI713162,NA, ,1392188_at,-1.32,0.002,455.9,603.1,1394
LOC100910774,100910774,uncharacterized LOC100910774,1391521_at,-1.32,0.0373,519.2,685.4,1394
LOC102555825,102555825, ,1378273_at,-1.32,0.0006,580.4,766,1394
Shbg,24775,sex hormone binding globulin,1368285_at,-1.32,0.0302,861.7,1137.3,1394
Cyp51,25427,"cytochrome P450, family 51",1367979_s_at,-1.32,9.80E-05,4245.1,5616.8,1394
Eloa,25562,"transcription elongation factor B (SIII), polypeptide 3",1389778_a_at,-1.32,0.0095,758.8,1002.2,1394
Acvr2a,29263,"activin A receptor, type IIA",1381220_at,-1.32,0.001,2313.9,3054.4,1394
Gap43,29423,growth associated protein 43,1367930_at,1.32,0.0219,7453.2,5629.2,1394
Hnrnpa1,29578,heterogeneous nuclear ribonucleoprotein A1,1372693_at,-1.32,0.0007,8355.5,11052.9,1394
Arntl,29657,aryl hydrocarbon receptor nuclear translocator-like,1370510_a_at,-1.32,0.0046,581.3,767.2,1394
Clec10a,64195,"C-type lectin domain family 10, member A",1368464_at,1.32,0.0066,365.9,277.4,1394
Lss,81681,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",1372973_at,-1.32,0.0322,1201.8,1591.2,1394
Camkk2,83506,"calcium/calmodulin-dependent protein kinase kinase 2, beta",1368753_at,-1.32,0.045,871.9,1150,1394
Plpp3,192270,phosphatidic acid phosphatase type 2B,1372101_at,-1.32,0.0452,2305.8,3036.7,1394
Acot2,192272,acyl-CoA thioesterase 2,1391433_at,-1.32,0.0183,1371.5,1807.7,1394
LOC288978,288978,hypothetical LOC288978,1397708_at,-1.32,0.0097,936.1,1234.3,1394
Fam188a,291320,"family with sequence similarity 188, member A",1393587_a_at,-1.32,0.0214,2405.4,3172.9,1394
Prtfdc1,291355,phosphoribosyl transferase domain containing 1,1374784_at,1.32,0.008,3055.3,2320.8,1394
Afap1l1,291565,actin filament associated protein 1-like 1,1373181_at,-1.32,0.0324,792.4,1048,1394
Cmtm3,291813,CKLF-like MARVEL transmembrane domain containing 3,1372042_at,1.32,0.0169,557.9,423.6,1394
Gabpb2,295263,"GA binding protein transcription factor, beta subunit 2",1395662_at,-1.32,0.0067,605,799.2,1394
Akr1b10,296972,"aldo-keto reductase family 1, member B10 (aldose reductase)",1382034_at,-1.32,0.0072,258.4,342.2,1394
Trem2,301227,triggering receptor expressed on myeloid cells 2,1382513_at,1.32,0.0047,668,506.8,1394
Prim2,301323,"primase, DNA, polypeptide 2",1388911_at,-1.32,0.0133,813.6,1075.3,1394
Copg2,301742,similar to Coatomer gamma-2 subunit (Gamma-2 coat protein) (Gamma-2 COP),1371731_at,-1.32,0.0415,680.8,895.8,1394
Tfcp2l1,304741,transcription factor CP2-like 1,1393337_at,1.32,0.0107,1422.7,1075.1,1394
Tnip2,305451,TNFAIP3 interacting protein 2,1383655_at,1.32,0.0248,613,464.3,1394
Zfyve28,305454,"zinc finger, FYVE domain containing 28",1393556_at,-1.32,0.0411,892.8,1179.8,1394
Dlg5,305645,"discs, large homolog 5 (Drosophila)",1377121_at,-1.32,0.0003,2467.6,3254.2,1394
Sema4d,306790,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",1377054_at,-1.32,0.0154,974.1,1285.9,1394
Prc1,308761,protein regulator of cytokinesis 1,1392899_at,1.32,0.0004,607.4,459.2,1394
Bbs1,309156,Bardet-Biedl syndrome 1,1383417_at,-1.32,0.026,720.3,947.6,1394
Cdc42ep3,313838,CDC42 effector protein (Rho GTPase binding) 3,1375910_at,-1.32,0.0211,3838.9,5069.5,1394
Klf11,313994,Kruppel-like factor 11,1379914_at,-1.32,0.0188,606.4,802.8,1394
Myo6,315840,myosin VI,1376804_at,-1.32,0.0472,643.5,850.2,1394
Npas2,316351,neuronal PAS domain protein 2,1383439_at,1.32,0.0086,1450.8,1101.7,1394
Crip2,338401,cysteine-rich protein 2,1367604_at,1.32,0.0375,3672.7,2784.3,1394
Btbd16,361658,BTB (POZ) domain containing 16,1377732_at,1.32,0.0226,3710.7,2819.3,1394
Cplx3,501005,complexin 3,1384779_at,1.32,0.0069,302.3,229.8,1394
Kyat3,541589,kynurenine aminotransferase III,1374006_at,-1.32,0.0023,1906.2,2508.6,1394
Cryga,684028,"crystallin, gamma A",1374384_at,-1.32,0.0093,1616,2128.2,1394
Pcbd2,685729,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,1379329_at,-1.32,0.0231,1807.8,2378.5,1394
LOC100125362,100125362,hypothetical protein LOC100125362,1385954_at,-1.32,0.0119,13144.8,17356.4,1394
BI301512,NA, ,1394491_at,-1.32,0.0023,329.9,435.4,1394
BF562254,NA, ,1397779_at,-1.32,0.0336,2243.4,2966.7,1394
Rasl11b,305302,RAS-like family 11 member B,1383322_at,-1.31,0.0235,573.8,749.7,1453
Bcl11a,305589,B-cell CLL/lymphoma 11A (zinc finger protein),1383010_at,-1.31,0.0019,1868.3,2445.3,1453
Mtif2,305606,mitochondrial translational initiation factor 2,1384314_at,-1.31,0.0127,4912.7,6411.1,1453
RT1-Ba,309621,"RT1 class II, locus Ba",1377334_at,1.31,0.0188,253.3,194,1453
Anks1a,309639,ankyrin repeat and sterile alpha motif domain containing 1A,1397634_at,1.31,0.0087,4306.2,3278.3,1453
Cttnbp2nl,310760,CTTNBP2 N-terminal like,1379450_at,1.31,0.0209,1381.6,1056,1453
Prdm2,313678,"PR domain containing 2, with ZNF domain",1397553_s_at,-1.31,0.0162,133.9,174.8,1453
Ube3d,315863,ubiquitin-conjugating enzyme E2C binding protein,1392685_at,-1.31,0.026,342.3,449.4,1453
Dlk2,316232,delta-like 2 homolog (Drosophila),1384906_at,-1.31,0.0024,2481.7,3251.1,1453
Iqca1,316616,IQ motif containing with AAA domain 1,1393785_at,-1.31,0.0102,135.7,177.3,1453
Mzf1,361508,myeloid zinc finger 1,1374115_at,-1.31,0.0334,6858,8951.8,1453
Rabl6,362084,similar to hypothetical protein FLJ13045,1380667_at,-1.31,0.006,281.9,369.5,1453
Tspan12,362326,tetraspanin 12,1372455_at,1.31,0.0166,1997.8,1521,1453
Micall1,362958,similar to CG11259-PA,1380324_at,1.31,0.0073,666.2,508.8,1453
Nmnat3,363118,nicotinamide nucleotide adenylyltransferase 3,1374025_at,-1.31,0.0023,333.5,437.3,1453
Wwc2,498630,WW and C2 domain containing 2,1392670_at,-1.31,0.0113,941.2,1230.6,1453
Phf24,500446,similar to mKIAA1045 protein,1394402_at,-1.31,0.0022,1725.4,2255.6,1453
Srsf11,502603,serine/arginine-rich splicing factor 11,1382056_at,-1.31,0.0229,2944.1,3871.5,1453
BF390569,NA, ,1377282_at,-1.31,0.0059,471.1,615.2,1453
BM388843,NA, ,1375144_at,1.31,0.0122,11274.1,8636.1,1453
BI282157,NA, ,1378480_at,-1.31,0.0103,274.5,359.4,1453
BE106526,NA, ,1377455_at,-1.31,0.004,394,517.8,1453
BF411808,NA, ,1378771_at,-1.31,0.0153,748,982.2,1453
BF400722,NA, ,1380701_at,-1.31,0.0142,310.6,406.2,1453
BF288208,NA, ,1376624_at,-1.31,0.0015,839,1099,1453
BM385437,NA, ,1389159_at,-1.31,0.0278,2750.1,3611.6,1453
BI298052,NA, ,1396298_at,1.31,0.0026,218.6,166.3,1453
BF549454,NA, ,1391852_at,-1.31,0.0461,4729.5,6173.6,1453
BM383081,NA, ,1384310_at,-1.31,0.0062,923.5,1211,1453
AI145497,NA, ,1383611_at,-1.31,0.0187,938,1233.2,1453
AI764398,NA, ,1379220_at,-1.31,0.0037,992.1,1297.9,1453
AI717530,NA, ,1377883_at,-1.31,0.0212,5001.2,6570.5,1453
AW535242,NA, ,1394557_at,-1.31,0.0205,784,1029.2,1453
BF400594,NA, ,1395836_at,-1.31,0.0002,5969.2,7848,1453
AI145806,NA, ,1394917_at,1.31,0.0354,2133.6,1624.4,1453
BI296260,NA, ,1391636_at,-1.31,4.40E-05,4305.3,5650.4,1453
BG375236,NA, ,1379018_at,-1.31,0.0017,530.3,696.7,1453
BI299761,NA, ,1394578_at,-1.31,0.0067,6954.4,9101.8,1453
AW434329,NA, ,1388781_at,1.31,0.0198,8625.5,6572.6,1453
AA998383,NA, ,1390515_at,1.31,0.0125,446.6,340.6,1453
BG379466,NA, ,1384204_at,-1.31,0.0213,628.5,824.3,1453
BF401577,NA, ,1376122_at,-1.31,0.0021,166,218.1,1453
BE115879,NA, ,1398563_at,-1.31,0.0262,130.5,170.6,1453
AI548721,NA, ,1381269_at,1.31,0.0022,147.9,112.8,1453
BF386575,NA, ,1397752_at,-1.31,0.0183,1065.9,1393.5,1453
AW526910,NA, ,1394601_at,1.31,0.0002,2395.5,1828.8,1453
BF399981,NA, ,1384998_at,-1.31,0.0077,945,1236.7,1453
BG373309,NA, ,1391065_at,-1.31,0.0061,258,339.1,1453
1393481_at,NA, ,1393481_at,-1.31,0.0409,359.2,469,1453
1395093_at,NA, ,1395093_at,-1.31,0.029,486.7,639.9,1453
Rn.172116,NA, ,1384168_at,-1.31,0.0046,1146.3,1502.4,1453
LOC100912093,100912093,uncharacterized LOC100912093,1378595_at,-1.31,0.002,14848.3,19393.2,1453
LOC103691688,103691688, ,1376723_a_at,-1.31,0.0213,7638.4,9991,1453
C3,24232,complement component 3,1368000_at,1.31,0.0071,163.8,125.3,1453
Cebpa,24252,"CCAAT/enhancer binding protein (C/EBP), alpha",1383243_at,1.31,0.0046,667.6,511.3,1453
Glul,24957,glutamate-ammonia ligase,1367632_at,1.31,0.0026,12780.9,9760.8,1453
Mapk10,25272,mitogen activated protein kinase 10,1369102_at,-1.31,0.0071,1179.3,1547.4,1453
Sdc2,25615,syndecan 2,1382189_at,-1.31,0.0255,6785.7,8903.1,1453
Hsd17b7,29540,hydroxysteroid (17-beta) dehydrogenase 7,1387233_at,-1.31,0.0066,474.3,621.8,1453
Ppp3r1,29748,"protein phosphatase 3, regulatory subunit B, alpha",1391213_at,-1.31,3.00E-05,3511.6,4583,1453
Fkbp1b,58950,FK506 binding protein 1b,1370132_at,1.31,0.0226,945.2,723.6,1453
Fxyd5,60338,FXYD domain-containing ion transport regulator 5,1368207_at,1.31,0.0315,458.5,351,1453
Syt4,64440,synaptotagmin IV,1375877_at,-1.31,0.0029,13052.6,17065.5,1453
Sh3bp4,64634,SH3-domain binding protein 4,1393911_at,-1.31,0.0031,301.3,395.6,1453
Acsl5,94340,acyl-CoA synthetase long-chain family member 5,1397375_at,-1.31,0.0033,3975.9,5212.3,1453
Pgap2,116675,post-GPI attachment to proteins 2,1379667_at,-1.31,0.0001,374.6,489.3,1453
Inpp4b,116699,"inositol polyphosphate-4-phosphatase, type II",1388048_a_at,1.31,0.0097,459.6,351.3,1453
Txnip,117514,thioredoxin interacting protein,1371131_a_at,1.31,0.0486,1125.7,856.4,1453
Baiap2,117542,BAI1-associated protein 2,1374117_at,-1.31,0.0278,1287.7,1680.8,1453
Rpusd1,287148,RNA pseudouridylate synthase domain containing 1,1374993_at,-1.31,0.0014,2830.7,3697.1,1453
Slc16a13,287451,"solute carrier family 16, member 13 (monocarboxylic acid transporter 13)",1382003_at,-1.31,0.0126,497.5,650.3,1453
Slc43a2,287532,"solute carrier family 43, member 2",1384756_at,-1.31,0.0301,369.5,485.2,1453
Fam98c,292764,hypothetical protein LOC292764,1377214_a_at,-1.31,1.80E-05,1074.4,1408,1453
Echdc2,298381,enoyl CoA hydratase domain containing 2,1374527_at,-1.31,0.0087,2919.3,3811.5,1453
Ifi27l2b,299269,"interferon, alpha-inducible protein 27 like 2B",1376845_at,1.31,0.0034,1531.3,1168.7,1453
Tbl1x,302711,transducin (beta)-like 1 X-linked,1388478_at,-1.31,0.0315,2348.2,3069.6,1453
Paqr4,302967,progestin and adipoQ receptor family member IV,1392927_at,-1.31,0.0037,1917.8,2517.9,1453
Cbx2,303730,chromobox homolog 2,1374978_at,-1.31,5.30E-05,927.1,1213.5,1453
Zranb3,304761,"similar to zinc finger, RAN-binding domain containing 3",1383217_at,-1.31,3.30E-05,647.6,849.8,1453
Tk1,24834,"thymidine kinase 1, soluble",1389858_at,1.3,0.0446,214.2,164.6,1532
Psmb8,24968,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)",1367786_at,1.3,0.0143,311.5,239.2,1532
Bgn,25181,biglycan,1367594_at,1.3,0.0083,390.7,300.2,1532
Chrna7,25302,"cholinergic receptor, nicotinic, alpha 7 (neuronal)",1395429_at,-1.3,0.0047,1734.4,2262.8,1532
Srsf5,29667,serine/arginine-rich splicing factor 5,1368992_a_at,-1.3,0.0006,9709.8,12617.7,1532
Fxyd6,63847,FXYD domain-containing ion transport regulator 6,1370248_at,-1.3,0.0241,659.9,856.2,1532
Cacng2,84347,"calcium channel, voltage-dependent, gamma subunit 2",1368759_at,-1.3,0.009,943.3,1228.3,1532
C5ar1,113959,complement component 5a receptor 1,1368742_at,1.3,0.0138,305.8,234.4,1532
Wnt2,114487,wingless-type MMTV integration site family member 2,1394361_a_at,1.3,0.0175,157.7,121.3,1532
5-Sep,116728,septin 5,1367852_s_at,-1.3,0.0084,5863.7,7640.6,1532
Spag5,252918,sperm associated antigen 5,1370999_at,-1.3,1.90E-05,296.2,385,1532
Pdia6,286906,"protein disulfide isomerase family A, member 6",1370859_at,-1.3,0.0287,8663.2,11247.6,1532
Wnk4,287715,WNK lysine deficient protein kinase 4,1389662_at,-1.3,0.0054,1353.6,1753.9,1532
Abhd3,291793,abhydrolase domain containing 3,1382137_at,-1.3,0.011,4549.8,5936.5,1532
Leng1,292535,leukocyte receptor cluster (LRC) member 1,1385720_at,-1.3,0.0083,183,238.1,1532
Lilrb4,292594,"leukocyte immunoglobulin-like receptor, subfamily B, member 4",1375917_at,1.3,0.0198,179.2,137.8,1532
Ranbp2,294429,RAN binding protein 2,1396801_at,-1.3,0.0056,327.9,426,1532
Gtf2h2,294693,"general transcription factor IIH, polypeptide 2",1382030_at,-1.3,0.0002,558.4,727.3,1532
Ube2c,296368,ubiquitin-conjugating enzyme E2C,1388484_at,1.3,0.0036,273.7,210.9,1532
Txnrd3,297437,thioredoxin reductase 3,1373274_at,-1.3,0.0003,1441,1875.4,1532
Pcgf3,305624,polycomb group ring finger 3,1395571_at,1.3,8.50E-05,764.4,589.6,1532
Hmbox1,305968,homeobox containing 1,1390132_at,-1.3,0.0017,3854.5,5000.3,1532
Tcta,306587,T-cell leukemia translocation altered gene,1372507_at,1.3,0.0102,3028.8,2333,1532
Cndp1,307212,carnosine dipeptidase 1 (metallopeptidase M20 family),1390569_at,1.3,0.015,216.5,167.2,1532
Mex3c,307271,mex-3 homolog C (C. elegans),1374545_at,-1.3,0.007,5681,7411.5,1532
Diaph1,307483,diaphanous homolog 1 (Drosophila),1373221_at,-1.3,3.50E-05,1072.8,1392.7,1532
Axl,308444,Axl receptor tyrosine kinase,1398347_at,1.3,0.0121,756,581.6,1532
Anks1a,309639,ankyrin repeat and sterile alpha motif domain containing 1A,1377949_s_at,1.3,0.014,2288.6,1764.4,1532
Sema4a,310630,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",1388745_at,1.3,1.70E-05,2477.5,1901,1532
Tnfaip8l2,310663,"tumor necrosis factor, alpha-induced protein 8-like 2",1379760_at,1.3,0.022,213.5,164.2,1532
Abca1,313210,"ATP-binding cassette, subfamily A (ABC1), member 1",1383355_at,1.3,0.0008,671.6,517.3,1532
Kmt2a,315606,myeloid/lymphoid or mixed-lineage leukemia 1,1378210_at,-1.3,0.0128,5065.8,6564.4,1532
Parp16,315760,"poly (ADP-ribose) polymerase family, member 16",1374693_at,-1.3,0.0201,796.5,1031.7,1532
Rbm39,362251,RNA binding motif protein 39,1379737_a_at,-1.3,0.0027,2486.7,3241.5,1532
Eva1b,362597,"family with sequence similarity 176, member B",1372621_at,1.3,0.0278,418.2,322.3,1532
Dtnb,362715,"dystrobrevin, beta",1376130_a_at,-1.3,0.0191,2462.4,3200.9,1532
Pwp1,362856,PWP1 homolog (S. cerevisiae),1380443_at,-1.3,0.0289,580.8,754.6,1532
Kank3,366848,KN motif and ankyrin repeat domains 3,1373483_at,-1.3,0.0018,724.5,939.3,1532
Col19a1,367236,"collagen, type XIX, alpha 1",1376956_at,-1.3,0.0002,817.6,1059.4,1532
Zfp868,494340,zinc finger protein 868,1382113_at,-1.3,0.0148,380.1,493.9,1532
Cks2,498709,CDC28 protein kinase regulatory subunit 2,1373823_at,1.3,0.0035,356.5,273.7,1532
Tgif2,499929,similar to TGFB-induced factor 2,1390681_at,-1.3,0.0002,215.7,279.8,1532
Lrch1,502020,leucine-rich repeats and calponin homology (CH) domain containing 1,1393177_at,-1.3,0.0014,166.6,216,1532
BI296494,NA, ,1398451_at,1.3,0.0235,1065.7,820.4,1532
BE114427,NA, ,1377333_at,1.3,0.0177,41412.1,31843.5,1532
AI229643,NA, ,1380110_at,1.3,5.30E-05,5948.5,4562.4,1532
BE103235,NA, ,1374817_at,-1.3,0.0284,119.7,156.1,1532
BF419162,NA, ,1384605_at,-1.3,0.0073,1895.5,2469.9,1532
AI639109,NA, ,1394135_at,-1.3,0.0222,8603.8,11168.4,1532
BE102708,NA, ,1392364_at,-1.3,0.0197,778.9,1014.9,1532
AW526660,NA, ,1382250_at,-1.3,0.001,1563.2,2024.8,1532
BF397657,NA, ,1376358_at,-1.3,0.0137,153.2,199.5,1532
BI300589,NA, ,1393024_at,-1.3,0.0104,1111.8,1440.9,1532
BE120388,NA, ,1398175_at,-1.3,0.0227,1176.4,1532,1532
BE119491,NA, ,1397460_at,-1.3,0.0136,799.7,1035.7,1532
BF402681,NA, ,1396425_at,-1.3,0.0312,1252,1632.3,1532
BF397199,NA, ,1394765_at,-1.3,0.0074,472.5,616.4,1532
BE120364,NA, ,1397046_at,-1.3,0.0101,231.3,300.1,1532
BF392211,NA, ,1396342_at,-1.3,0.0011,260.4,338.5,1532
BI296669,NA, ,1390276_at,-1.3,0.0384,650.2,847.1,1532
AI113214,NA, ,1384654_at,-1.3,0.0007,262.1,341.8,1532
AW526095,NA, ,1398525_at,1.3,0.0253,1253.4,965.3,1532
BF403952,NA, ,1391140_at,-1.3,0.0201,267.4,346.9,1532
BF399415,NA, ,1389951_at,-1.3,0.0188,604.2,783.3,1532
AW528112,NA, ,1383927_at,-1.3,0.0034,1298.1,1692.9,1532
1393414_at,NA, ,1393414_at,1.3,0.0329,377.4,291.1,1532
Cenps,100534597,"apoptosis-inducing, TAF9-like domain 1",1375060_at,-1.3,0.0037,1814.1,2363.9,1532
Smim18,100909793,uncharacterized LOC100909793,1393470_at,1.3,4.10E-06,6211.8,4760.8,1532
Thumpd3-as1,100911652,uncharacterized LOC100911652,1372928_at,-1.3,0.0029,3321.7,4328.9,1532
Dancr,100912083,uncharacterized LOC100912083,1395645_at,-1.3,0.0024,5754.8,7463.1,1532
LOC100912140,100912140,uncharacterized LOC100912140,1390052_at,1.3,0.0116,259,198.7,1532
LOC102548022,102548022, ,1380396_at,-1.3,0.0007,252.3,327.2,1532
AI071649,NA, ,1379598_at,1.29,0.0066,147.4,114,1604
BI290660,NA, ,1377354_at,-1.29,0.0246,392.3,506.2,1604
BF388903,NA, ,1374700_at,-1.29,0.0309,1629.7,2097.8,1604
Rn.23158,NA, ,1395566_at,-1.29,0.0004,237.8,307.5,1604
BG373568,NA, ,1382162_at,1.29,0.0005,2575.3,1994.8,1604
AI712997,NA, ,1379092_at,-1.29,0.0013,6024.2,7751.9,1604
BF409213,NA, ,1381133_at,-1.29,0.0205,5259.3,6784.4,1604
BM392087,NA, ,1376282_at,-1.29,0.0266,2210.3,2841,1604
AW529321,NA, ,1396397_at,-1.29,0.021,147.4,190.7,1604
BE120481,NA, ,1392181_at,1.29,0.0128,1650.9,1281.2,1604
BM390168,NA, ,1395275_at,-1.29,0.0069,326.8,420,1604
AI145077,NA, ,1393515_at,-1.29,0.0139,275,355.4,1604
BF396101,NA, ,1396712_at,1.29,0.0154,327.9,254.4,1604
BF402072,NA, ,1395626_at,-1.29,0.0013,263.1,339.3,1604
AI144986,NA, ,1374427_at,-1.29,0.0038,4669.2,6012.3,1604
BM392225,NA, ,1390130_at,1.29,0.0316,5400.6,4173,1604
BF285207,NA, ,1390424_at,1.29,0.0155,1045.1,809.7,1604
AW143175,NA, ,1377044_at,1.29,0.0413,3141.6,2439.1,1604
BF391717,NA, ,1381624_at,-1.29,0.0034,1127.7,1453.9,1604
AW522502,NA, ,1393980_at,-1.29,0.001,1971.7,2546.1,1604
AI406473,NA, ,1378966_at,-1.29,0.0331,1320.7,1707.4,1604
AI548139,NA, ,1381843_at,-1.29,5.70E-05,248.4,320.9,1604
BF396994,NA, ,1397138_at,-1.29,0.0201,262.5,337.4,1604
BF386177,NA, ,1380430_at,-1.29,0.0083,779.3,1005.5,1604
BG372249,NA, ,1396480_at,-1.29,0.0109,552.5,713.9,1604
Bdnf,24225,brain-derived neurotrophic factor,1368678_at,1.29,0.0027,1360.4,1056.3,1604
Ncam1,24586,neural cell adhesion molecule 1,1379389_at,-1.29,1.70E-05,1515,1959.5,1604
Arrb1,25387,"arrestin, beta 1",1383261_at,1.29,0.0161,5997.7,4633,1604
Grn,29143,granulin,1386893_at,1.29,0.0077,4962.8,3833.2,1604
Hsd17b7,29540,hydroxysteroid (17-beta) dehydrogenase 7,1389430_at,-1.29,0.0043,2101.2,2714.3,1604
Grik2,54257,"glutamate receptor, ionotropic, kainate 2",1369036_at,-1.29,0.0097,1573.3,2035.1,1604
Ecel1,60417,endothelin converting enzyme-like 1,1368922_at,1.29,0.0388,145.5,112.5,1604
Dhcr7,64191,7-dehydrocholesterol reductase,1368189_at,-1.29,0.0439,2619.5,3381.5,1604
Arl6ip5,66028,ADP-ribosylation-like factor 6 interacting protein 5,1369319_at,1.29,0.0086,442.2,342.5,1604
Rps24,81776,ribosomal protein S24,1390494_at,-1.29,0.009,800.2,1034.1,1604
Chia,113901,"chitinase, acidic",1381318_at,-1.29,0.0362,218.1,280.3,1604
Tnc,116640,tenascin C,1373401_at,1.29,0.0378,153.8,119.1,1604
Dkk3,171548,dickkopf 3 homolog (Xenopus laevis),1397754_at,1.29,0.0076,1619.9,1257.7,1604
Hip1,192154,huntingtin interacting protein 1,1389132_at,-1.29,0.0054,983.9,1272.3,1604
Pex5l,286937,peroxisomal biogenesis factor 5-like,1379753_at,-1.29,0.0081,306.1,395.6,1604
Asmtl,288527,acetylserotonin O-methyltransferase-like,1372228_at,-1.29,0.0428,1321.3,1708.9,1604
Fkbp2,293702,FK506 binding protein 2,1380500_s_at,-1.29,0.0078,14469.1,18630.6,1604
Aff2,293922,"AF4/FMR2 family, member 2",1376350_at,-1.29,0.0011,1056.9,1368.1,1604
Stn1,294025,oligonucleotide/oligosaccharide-binding fold containing 1,1373295_at,-1.29,0.0046,1234.9,1593.2,1604
Zmynd8,296374,"zinc finger, MYND-type containing 8",1375417_at,-1.29,0.0031,4253.8,5466.8,1604
Smarcd3,296732,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",1371665_at,1.29,0.0385,1097.3,849.3,1604
Srebf2,300095,sterol regulatory element binding transcription factor 2,1371979_at,-1.29,0.0135,9782.7,12663.3,1604
Rfx2,301121,"regulatory factor X, 2 (influences HLA class II expression)",1391184_at,-1.29,0.0025,350.9,451.4,1604
Plxdc1,303505,plexin domain containing 1,1391341_at,-1.29,0.0028,1094.7,1417.2,1604
Brwd1,304061,bromodomain and WD repeat domain containing 1,1377318_at,-1.29,0.0001,706.9,911.2,1604
Ccnt2,304758,cyclin T2,1384214_a_at,-1.29,0.0026,7395.5,9559.5,1604
N4bp2,305342,NEDD4 binding protein 2,1374941_at,1.29,0.003,2929.3,2278.9,1604
Cobl,305497,cordon-bleu homolog (mouse),1384834_at,-1.29,0.0335,1354.7,1753.1,1604
Pspc1,305910,paraspeckle component 1,1392162_at,-1.29,0.0071,444.8,573.3,1604
Adamts9,312566,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",1376481_at,-1.29,0.05,448.1,580.2,1604
Atg7,312647,autophagy related 7,1392744_at,-1.29,0.0045,1283.7,1649.7,1604
Eps8,312812,epidermal growth factor receptor pathway substrate 8,1395499_at,1.29,0.0019,474.8,367.3,1604
Rps6ka5,314384,"ribosomal protein S6 kinase, polypeptide 5",1398582_at,-1.29,0.0401,1466.2,1894.4,1604
Elk1,314436,"ELK1, member of ETS oncogene family",1385063_at,1.29,0.0248,308.2,239.2,1604
Zfr2,314639,similar to KIAA1086 protein,1390741_at,-1.29,0.0038,1517.4,1960.9,1604
Phip,315843,similar to WD repeat domain 11 protein,1382489_at,-1.29,0.0034,2762.1,3561,1604
Tnfsf9,353218,"tumor necrosis factor (ligand) superfamily, member 9",1377554_at,1.29,0.0014,295,229.4,1604
Tax1bp3,360564,Tax1 (human T-cell leukemia virus type I) binding protein 3,1388392_at,1.29,0.0045,652.8,507.8,1604
Fam213a,361118,similar to RIKEN cDNA 5730469M10,1372895_at,-1.29,0.0185,8381.9,10791.4,1604
Fbxo15,361354,F-box protein 15,1380523_at,-1.29,0.0397,246.8,317.5,1604
Syndig1,362235,synapse differentiation inducing 1,1390397_at,1.29,0.0287,4063.7,3139.3,1604
Tbc1d20,362237,"TBC1 domain family, member 20",1395785_at,-1.29,0.0358,726.6,940.6,1604
Hnrnpa2b1,362361,heterogeneous nuclear ribonucleoprotein A2/B1,1378543_at,-1.29,0.0193,2782,3601.3,1604
Fam13a,362378,"family with sequence similarity 13, member A",1393910_at,-1.29,0.0082,410.5,530,1604
Ndc1,362557,transmembrane protein 48,1384565_at,-1.29,0.003,2324.6,2992.4,1604
Man1c1,362625,"mannosidase, alpha, class 1C, member 1",1398693_at,1.29,0.0136,1646.6,1279,1604
Atxn7l1,362726,ataxin 7-like 4,1375350_at,-1.29,0.0022,1064.8,1378.3,1604
Cpne8,362988,copine VIII,1391830_at,-1.29,0.0015,160.3,206.2,1604
Myzap,363091,GRINL1A complex locus 1,1374816_at,1.29,0.0044,323.2,249.7,1604
Yeats2,498112,YEATS domain containing 2,1373941_at,-1.29,0.0039,2438.1,3143.1,1604
Tdp2,498749,tyrosyl-DNA phosphodiesterase 2,1374170_at,-1.29,0.0054,2230.8,2872.7,1604
Lhfpl6,499615,lipoma HMGIC fusion partner,1373151_at,1.29,0.0315,2950.3,2293.5,1604
Pot1,500054,protection of telomeres 1 homolog (S. pombe),1399134_at,-1.29,0.0098,1314.8,1701.9,1604
Arhgap42,500943,Rho GTPase activating protein 42,1379669_at,1.29,0.0408,701.5,544.1,1604
Mreg,501162,melanoregulin,1379376_at,-1.29,0.0113,169.9,218.8,1604
Cdk5r2,501164,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)",1375471_at,1.29,0.0333,337,261.1,1604
BI286116,NA, ,1376781_at,-1.29,0.0004,330.1,424.3,1604
AI407730,NA, ,1382032_at,-1.29,0.0068,881.2,1133,1604
BI296690,NA, ,1373297_at,-1.29,0.0014,960.3,1240.7,1604
AW527241,NA, ,1398099_at,1.29,0.0012,1642.1,1275.5,1604
Zfp219,305848,zinc finger protein 219,1374189_at,1.28,0.0229,2426.1,1896.6,1689
Zdhhc20,305923,"zinc finger, DHHC-type containing 20",1389444_at,-1.28,0.0096,2081.2,2667.9,1689
